,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
0,https://namal.edu.pk/facilities,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Life At Namal,"
                Hostels", , ,To Contribute
1, , ,https://namal.edu.pk/academic-calendar,/ckEditorImages/uploads/userfiles/building-BkibiS28U.png,"
    Hostel facility is provided for both males and females. Hostels are currently provided at Chagda. A mess is also
    available at the hostels. The other facilities available at the hostels are:", ,"
                Time Bank", , ,"
					Visiting Namal"
2, , ,https://namal.edu.pk/people#faculty,/ckEditorImages/uploads/userfiles/hairdresser-HyqrCniUI.png,"
                        Generator", ,"
                Library/ Book Bank", , ,"
					Important Links"
3, , ,https://namal.edu.pk/quality-enhancement-cell,/ckEditorImages/uploads/userfiles/internet-rkHu02iUI.png,"
                        Hostel-wide Internet", ,"
                Internship and Career Placement", , ,"
					Resources"
4, , ,https://lms.namal.edu.pk/,/ckEditorImages/uploads/userfiles/electronic-HkTsR3iLU.png,"
                        Laundry Service", ,"
                Computer Labs", , , 
5, , ,http://library.namal.edu.pk/,/ckEditorImages/uploads/userfiles/workstation-Hy2jJTjLU.png,"
                        Computer Lab", ,"
                Internet/WiFi", , , 
6, , ,https://namal.edu.pk/contact-us,/ckEditorImages/uploads/userfiles/gym-HJ0YvonU8.png,"
                        Gymnasium", ,"
                Health Services", , , 
7, , ,#about,/ckEditorImages/uploads/userfiles/gym-HyVhwsn88.png,"
                        Cricket", ,"
                Transport Services", , , 
8, , ,https://namal.edu.pk/chairmans-message,/ckEditorImages/uploads/userfiles/football-rkA5DohUU.png,"
                        Football", , , , , 
9, , ,https://namal.edu.pk/vision-and-mission,/ckEditorImages/uploads/userfiles/game-SykJdsn8U.png,"
                        Badminton", , , , , 
10, , ,https://namal.edu.pk/core-values,/ckEditorImages/uploads/userfiles/sport activity-SJWlds2I8.png,"
                        Table Tennis", , , , , 
11, , ,https://namal.edu.pk/the-namal-story,/ckEditorImages/uploads/userfiles/volley-HyCgOs2IL.png,"
                        Volley Ball", , , , , 
12, , ,https://namal.edu.pk/namal-knowledge-city,/ckEditorImages/uploads/userfiles/todo-SJxKfP28I.png,"
    ", , , , , 
13, , ,https://namal.edu.pk/people,/ckEditorImages/uploads/userfiles/building-ryXT2Ih8I.png,"
    Namal’s Time Bank intends to achieve three pillars of change namely sustainability, student development, and
    social development. This is achieved through social account and work account which all students are required to
    maintain at the bank. All students of Namal Institute are require to contribute 320 hours every year towards
    community service. Examples of community service include collection of waste, tuition services for school going
    children, plantation drives in the community, etc. Students will need to deposit their hours in the social account.
    Students who are on scholarships are required to contribute additional hours for on-campus and off- campus jobs. The
    hours should be deposited in the work account. Maximum of ", , , , , 
14, , ,https://namal.edu.pk/quality-enhancement-cell,/ckEditorImages/uploads/userfiles/menu-SJ8BpUn8I.png," are required to be
    deposited in the work account which will vary depending on the scholarship granted for each student. For example
    students on 100% scholarship will be required to contribute 320 hours while those on 50% scholarship will be
    required to contribute ", , , , , 
15, , ,#academics,/ckEditorImages/uploads/userfiles/journal-SJ4_TI2IU.png,". Jobs in this category include working on projects
    related to renewable energy, waste recycling, management of farms (olive orchards, vegetable farms, etc.), and other
    projects given by partners and Founding Members of Namal. Another way of looking at Time Bank is to understand that
    students have a maximum of 960 hours which they need to deposit in the bank. These hours can be divided as follows;
    one-third to be spent on community service, one-third on on-campus and off-campus jobs, and remaining one-third
    (i.e.320 hours) can be deposited in the Alumni Scholarship Fund in terms of equivalent rupee value after graduation.
    Contribution in the Alumni Scholarship Fund is not mandatory. Through Time Bank all students are able to learn and
    polish themselves professionally while learning the six Namal values. The Time Bank also greatly benefits the
    society at large while creating an atmosphere of sustainability.", , , , , 
16, , ,https://namal.edu.pk/academic-calendar,/ckEditorImages/uploads/userfiles/office-r11BfD28L.png,"
    The Institute library is one of the rapidly growing resources on the campus. More than 12,000 books are available in
    library covering multiple subject areas including computer science, electrical engineering, literature, history,
    religion and social sciences. A periodical section is also available in library where more than 35 international
    journals and transactions are available. The library also provides access to digital resources. Book bank is a
    section of library where textbooks of all courses are kept and student can borrow those books for whole semester.
", , , , , 
17, , ,https://namal.edu.pk/student-handbook,/ckEditorImages/uploads/userfiles/video-S1j8IIhIL.png,"
                        12000+ Books", , , , , 
18, , ,#departments,/ckEditorImages/uploads/userfiles/building-SyUkYL2LU.png,"
                        40+ Journals", , , , , 
19, , ,#,/ckEditorImages/uploads/userfiles/workstation-Hy2jJTjLU.png,"
    ", , , , , 
20, , ,https://namal.edu.pk/department-of-electrical-engineering,/ckEditorImages/uploads/userfiles/Internet-rkTni8h8U.png,"
    Networking with industry is an important part of the establishment of Career Placement Office. The office, in
    coordination with Registrar’s office, invites professionals from industry to conduct seminars & workshops
    on current topics. It also holds an Open House/ Job fair to facilitate the industry and the graduating class for
    jobs. Students can seek guidance for a range of support areas from preparing their resume to advice on where to
    circulate their CVs. The faculty is closely involved with the office to maximize the placement of Namal graduates.
", , , , , 
21, , ,https://namal.edu.pk/department-of-computer-science,/ckEditorImages/uploads/userfiles/hospital-B1e61D28U.png,"
    Four Computer Labs are available for the students with more than 200 computers to practice and improve their IT skills
    throughout the day. All the computers in the labs are part of the local area network of the campus and internet and
    other services can be accessed from them.", , , , , 
22, , ,https://namal.edu.pk/department-of-business-studies,/ckEditorImages/uploads/userfiles/Bus-rJStWPn8L.png,"
                        4 Computer Labs", , , , , 
23, , ,https://namal.edu.pk/department-of-mathematics,https://namal.edu.pk/uploads/logo4980416.png,"
                        200+ Computers", , , , , 
24, , ,#, ,"
    Namal Institute has access to the internet via ", , , , , 
25, , ,https://namal.edu.pk/office-of-the-registrar, , and , , , , , 
26, , ,https://namal.edu.pk/office-of-the-coe, ,". The internet is
    shared among the Namal community by the wifi network. The campus network is designed by ITSC team and they remain
    available to provide timely service both at campus and hostels.", , , , , 
27, , ,https://namal.edu.pk/office-of-the-treasurer, ,"
    Namal Institute has hired the services of a part time doctor. The doctor is accessible at Chagda after the Institute
    timings for 3 hours. We have full time dispenser who remains available at Campus till pack up. A small dispensary
    with emergency medicine is established at the Institute and at Chagda hostel.", , , , , 
28, , ,#admissions, ,"
    ", , , , , 
29, , ,https://namal.edu.pk/apply, , Dr. Khurram Jalil, , , , , 
30, , ,https://namal.edu.pk/why-namal, ,"
    As the Institute hostels are located away from the campus, the Institute provides a free shuttle service to its
    community to and from the hostels. A weekend transport service is also available from Chagda. Transport facility is
    also provided to our Day-Scholars from Mianwali city.", , , , , 
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , 
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , 
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , 
34, , ,https://namal.edu.pk/financial-aid, , , , , , , 
35, , ,https://namal.edu.pk/fee-structure, , , , , , , 
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , 
37, , ,https://namal.edu.pk/faqs, , , , , , , 
38, , ,#life-at-namal, , , , , , , 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , 
40, , ,https://namal.edu.pk/facilities, , , , , , , 
