,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
43, , ,https://namal.edu.pk/apply, , , , , , , 
44, , ,, , , , , , , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
49, , ,https://lms.namal.edu.pk/, , , , , , , 
50, , ,http://library.namal.edu.pk/, , , , , , , 
51, , ,https://namal.edu.pk/contact-us, , , , , , , 
52, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , 
53, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , 
54, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , 
55, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , 
56, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , 
57, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , 
58, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , 
59, , ,#, , , , , , , 
60, , ,#, , , , , , , 
61, , ,#nav-overview, , , , , , , 
62, , ,#nav-vision, , , , , , , 
63, , ,#nav-peo, , , , , , , 
64, , ,#nav-scheme, , , , , , , 
65, , ,#nav-faculty, , , , , , , 
66, , ,/, , , , , , , 
67, , ,https://www.namalknowledgecity.com, , , , , , , 
68, , ,https://namal.edu.pk/apply, , , , , , , 
69, , ,/academic-calendar, , , , , , , 
70, , ,, , , , , , , 
71, , ,/people#faculty, , , , , , , 
72, , ,https://nulms.namal.edu.pk, , , , , , , 
73, , ,http://library.namal.edu.pk, , , , , , , 
74, , ,#!, , , , , , , 
75, , ,/facilities, , , , , , , 
76, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
77, , ,https://twitter.com/namaledu, , , , , , , 
78, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
79, , ,mailto:info@namal.edu.pk, , , , , , , 
80, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
81, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
82, , ,https://namal.edu.pk/, , , , , , , 
