,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
0,https://namal.edu.pk/news/groundbreaking-ceremony-of-namal-knowledge-city-phase-1-8712,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,News, ,"Groundbreaking Ceremony of Namal Knowledge City, Phase 1", ,To Contribute
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/eventAndNewsImg/detail830281.jpg,What's happening at Namal?,Latest News, , , ,"
					Visiting Namal"
2, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/logo4980416.png,"
	The event was enwrapped in an atmosphere that glimmered with hope and a spirit of togetherness was very evident. The Namal Family from all over the world participated in this historic event which has now laid the foundation of Pakistan’s first knowledge city which will be an international hub of research and development for many centuries ahead.",14, , , ,"
					Important Links"
3, , ,https://namal.edu.pk/quality-enhancement-cell, ,Participation in Shan-e-Rehmat ul Lil Alameen Week,11, , , ,"
					Resources"
4, , ,https://lms.namal.edu.pk/, ,How to construct effective company Compensation Philosophy,24, , , , 
5, , ,http://library.namal.edu.pk/, ,Mr. Ali Zafar has joined the Namal Family as an ambassador,10, , , , 
6, , ,https://namal.edu.pk/contact-us, ,Namal - Huawei Partnership,26, , , , 
7, , ,#about, ,Namal welcomes new Rector, , , , , 
8, , ,https://namal.edu.pk/chairmans-message, , , , , , , 
9, , ,https://namal.edu.pk/vision-and-mission, , , , , , , 
10, , ,https://namal.edu.pk/core-values, , , , , , , 
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , 
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , 
13, , ,https://namal.edu.pk/people, , , , , , , 
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
15, , ,#academics, , , , , , , 
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
17, , ,https://namal.edu.pk/student-handbook, , , , , , , 
18, , ,#departments, , , , , , , 
19, , ,#, , , , , , , 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , 
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , 
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , 
23, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , 
24, , ,#, , , , , , , 
25, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , 
26, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , 
27, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , 
28, , ,#admissions, , , , , , , 
29, , ,https://namal.edu.pk/apply, , , , , , , 
30, , ,https://namal.edu.pk/why-namal, , , , , , , 
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , 
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , 
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , 
34, , ,https://namal.edu.pk/financial-aid, , , , , , , 
35, , ,https://namal.edu.pk/fee-structure, , , , , , , 
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , 
37, , ,https://namal.edu.pk/faqs, , , , , , , 
38, , ,#life-at-namal, , , , , , , 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , 
40, , ,https://namal.edu.pk/facilities, , , , , , , 
41, , ,https://namal.edu.pk/green-namal, , , , , , , 
42, , ,https://namal.edu.pk/news-events, , , , , , , 
43, , ,https://namal.edu.pk/apply, , , , , , , 
44, , ,, , , , , , , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
49, , ,https://lms.namal.edu.pk/, , , , , , , 
50, , ,http://library.namal.edu.pk/, , , , , , , 
51, , ,https://namal.edu.pk/contact-us, , , , , , , 
52, , ,#, , , , , , , 
53, , ,#, , , , , , , 
54, , ,https://namal.edu.pk/news/participation-in-shan-e-rehmat-ul-lil-alameen-week-6658, , , , , , , 
55, , ,https://namal.edu.pk/news/how-to-construct-effective-company-compensation-philosophy-2467, , , , , , , 
56, , ,https://namal.edu.pk/news/mr-ali-zafar-has-joined-the-namal-family-as-an-ambassador-1724, , , , , , , 
57, , ,https://namal.edu.pk/news/namal-huawei-partnership-9113, , , , , , , 
58, , ,https://namal.edu.pk/news/namal-welcomes-new-rector-2860, , , , , , , 
59, , ,/, , , , , , , 
60, , ,https://www.namalknowledgecity.com, , , , , , , 
61, , ,https://namal.edu.pk/apply, , , , , , , 
62, , ,/academic-calendar, , , , , , , 
63, , ,, , , , , , , 
64, , ,/people#faculty, , , , , , , 
65, , ,https://nulms.namal.edu.pk, , , , , , , 
66, , ,http://library.namal.edu.pk, , , , , , , 
67, , ,#!, , , , , , , 
68, , ,/facilities, , , , , , , 
69, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
70, , ,https://twitter.com/namaledu, , , , , , , 
71, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
72, , ,mailto:info@namal.edu.pk, , , , , , , 
73, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
74, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
75, , ,https://namal.edu.pk/, , , , , , , 
