,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
0,https://www.namalknowledgecity.com/,Namal Knowledge City,https://www.namalknowledgecity.com/,https://www.facebook.com/tr?id=429032937506304&ev=PageView&noscript=1,14,Shaping those Who Shape the Future, ,"
              ",Orlando Fundraising,"(Chief Medical Officer, PTV)"
1, , ,https://www.namalknowledgecity.com/donate/zakat,https://www.namalknowledgecity.com/assets/img/logon.png,Mar,News, ,"
              ","Namal Convocation, ",(Donor Visiting from USA)
2, , ,https://www.members.namalknowledgecity.com,https://www.namalknowledgecity.com/assets/img/dp-arrow.png,23,"events
              ", ,"
              ",Namal Graduation Ni,"(CEO, Care Marketing.)"
3, , ,https://www.facebook.com/NamalKC/,https://www.namalknowledgecity.com/assets/img/dp-arrow.png,Feb,become a part of The namal family , ,"
              ",NEWS FEED,(Cricketer )
4, , ,https://twitter.com/namaledu,https://www.namalknowledgecity.com/assets/img/dp-arrow.png,16, , , ,Students on Scholarship, 
5, , ,https://www.snapchat.com/add/namaleducationfoundation,https://www.namalknowledgecity.com/assets/img/dp-arrow.png,Jan,your support has made an impact, , ,Student-to-Faculty ratio , 
6, , ,https://www.instagram.com/namalknowledgecity/,https://www.namalknowledgecity.com/assets/slides/home_slides/webbanners-01.jpg,"
	By means of technological skills, Nisar Aziz Agri-Tech Center at Namal Institute is all set to revolutionize the rural landscape of Pakistan through two of its initiatives; ‘Meri Fasal’. ",video & newsfeed, , ,PhD Faculty Members, 
7, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ,https://www.namalknowledgecity.com/assets/slides/home_slides/webbanners-02.jpg,"

Electrical engineers, Asif Ahmed and Muhammad Iqbal, have collectively developed a solar powered car which can go up to 50 km per hour. ",Facts corner, , ,Acres of Land , 
8, , ,https://www.namalknowledgecity.com/donate/generic-donation,https://www.namalknowledgecity.com/assets/news/home_news/61_7909366_3718349.jpg,"Rahnumai, a social enterprise movement is all set to revolutionize Pakistan’s educational system. ",WHAT Friends of namal Say, , ,Dr. Riaz Shahid, 
9, , ,https://www.members.namalknowledgecity.com,https://www.namalknowledgecity.com/assets/news/home_news/8_1694588_8342764.jpg,Atif Rafiq graduated from Namal Institute in 2014 and even after so many years he still relishes his most prized moments at his alma mater. , , , ,Sehar Chaudhry, 
10, , ,https://www.namalknowledgecity.com/,https://www.namalknowledgecity.com/assets/news/home_news/87_9652103_6451672.jpg," : 7-A Abu Bakar Block - New Garden Town Lahore, Pakistan", , , ,Shamim Akhtar, 
11, , ,about,https://www.namalknowledgecity.com/assets/impact_story/home_impact/40_8383082_3184941.jpg, : +92 42 35830707, , , ,Waseem Akram, 
12, , ,about/overview,https://www.namalknowledgecity.com/assets/impact_story/home_impact/70_9015739_2463683.jpg, : +92 324 9911 917, , , ,Subscribe to our newsletter, 
13, , ,about/founders-message,https://www.namalknowledgecity.com/assets/impact_story/home_impact/25_6966411_6362538.jpg, : +92 42 111 162 625 (1111-NAMAL), , , ,Important Links, 
14, , ,about/board-of-governors,https://www.namalknowledgecity.com/assets/impact_story/home_impact/11_9198529_3883952.jpg, : marketing@namal.edu.pk, , , ,contact us, 
15, , ,about/namal-institute,https://www.namalknowledgecity.com/assets/infoAreaImages/infoAreaImage_12.png,© Copyright 2020, , , , , 
16, , ,campaigns,https://www.namalknowledgecity.com/assets/infoAreaImages/infoAreaImage_19.png, , , , , , 
17, , ,campaigns/100-cities-campaign,https://www.namalknowledgecity.com/assets/infoAreaImages/infoAreaImage_18.png, , , , , , 
18, , ,knowledge-city,https://www.namalknowledgecity.com/assets/infoAreaImages/infoAreaImage_17.png, , , , , , 
19, , ,knowledge-city/academic-block-1,assets/reviewsImages/reviewsImage_14.jpg, , , , , , 
20, , ,events,assets/reviewsImages/reviewsImage_15.jpg, , , , , , 
21, , ,events/upcoming-events,assets/reviewsImages/reviewsImage_16.jpg, , , , , , 
22, , ,events/past-events,assets/reviewsImages/reviewsImage_17.jpg, , , , , , 
23, , ,gallery, , , , , , , 
24, , ,contact, , , , , , , 
25, , ,faqs, , , , , , , 
26, , ,#carousel-example-generic, , , , , , , 
